Arquivo,Classe,Liver,Kidney,Altura,Comprimento,Hi,Hu,Homogeneidade,Entropia
ROI_13_9,saudavel,"(307, 140)","(264, 181)",28,28,0.9874532280097404,"[0.0013218645135287038, 4.678252908845283e-12, 4.4756262612001034e-13, 2.7348575676947464e-14, -1.1646961232787637e-28, -5.3344816412676706e-20, -3.0234792013888088e-27]","[0.5185349613894711, 0.04807794220012444, 0.3195175868680408, 0.048077951112776816]","[6.6322227637425595, 7.767051192996688, 6.349984644988719, 7.767329887100436]"
ROI_14_0,saudavel,"(228, 144)","(199, 191)",28,28,1.1226351709749285,"[0.0012675321499320072, 1.1232820762917454e-10, 1.037594321329412e-12, 1.6241944191052542e-13, -2.97586628139163e-26, -2.461299249995305e-19, -5.966688434626115e-26]","[0.5185366004812875, 0.016797621159252856, 0.2742704596052192, 0.016797643722374824, 0.2947394942960161, 0.016797621159252856, 0.3035240709595343, 0.016797643722374824, 0.33284232983770734, 0.017044952260894385, 0.30921213766449007, 0.020677884331409054, 0.30364712287559265, 0.027614933917182036, 0.2874483500420827, 0.02829322447326971]","[7.113487922519353, 8.019146816443955, 6.384726262060797, 8.016260627714765, 7.977235834875339, 8.019146816443955, 6.3844317969158455, 8.016260627714765, 6.301944762971776, 7.865047980961181, 6.301944762971776, 7.8360581859791445, 6.147526101453573, 8.130498905036943, 6.1260975300250005, 8.125972812918464]"
ROI_14_1,saudavel,"(242, 163)","(199, 189)",28,28,1.2060250333283957,"[0.0011572167657312167, 2.7426085452234913e-10, 4.699757255330111e-13, 2.6447070942091605e-14, -2.214637363804774e-27, -4.0964819249907717e-19, 1.9465743678893293e-27]","[0.5185409421065933, 0.034110004560496565, 0.2993051456331989, 0.03411002142623967, 0.30428596256974083, 0.034110004560496565, 0.2879653280064252, 0.03411002142623967, 0.3638536987419056, 0.030115041634273913, 0.31972049860288476, 0.03292311098181372, 0.3086731783030374, 0.014654032254846608, 0.30175489157374624, 0.015399506232891592]","[6.9633254596263505, 8.006924325937876, 6.4432774029424, 8.001963124799689, 7.840664398559391, 8.006924325937876, 6.384431796915847, 8.001963124799689, 6.275159048686062, 7.7876019120442495, 6.257301905828918, 7.779875637766953, 6.093954672882143, 7.9921629165196215, 6.093954672882143, 8.05620519425175]"
ROI_14_2,saudavel,"(209, 122)","(155, 160)",28,28,1.0768831797513876,"[0.0013445674483448613, 2.553104615162132e-10, 7.230438412558426e-13, 7.8968706108284e-14, -1.507427315922507e-26, 5.788999473815328e-19, 1.1350402034491198e-26]","[0.5185345427734759, 0.03510018338082777, 0.3007466710145094, 0.03510020199250039, 0.3022898065244895, 0.03510018338082777, 0.3191023054628736, 0.03510020199250039, 0.3573877893441102, 0.030782119529511157, 0.31257951773466036, 0.026914474176692554, 0.29765706487212473, 0.03415963251294229, 0.28856437710436666, 0.04102610803730759]","[6.741783363866462, 7.827501324740172, 6.340102799767794, 7.827691949551447, 7.636225915912434, 7.827501324740172, 6.323628689077261, 7.827691949551447, 6.2271461580514025, 7.622069197120686, 6.293016191543202, 7.60308266920803, 6.093954672882143, 7.818793786280828, 6.104668958596429, 7.8597443255360275]"
ROI_14_3,saudavel,"(208, 124)","(153, 160)",28,28,1.1111738049477193,"[0.0012771034606279335, 1.0501747833692385e-10, 2.983291281859038e-13, 3.095394246881416e-13, 8.44482621025599e-26, 1.66626089926355e-18, -4.14301776139045e-26]","[0.5185363752486616, 0.028807584896422805, 0.29164232081235986, 0.028807603067206578, 0.28993271359467865, 0.028807584896422805, 0.30351680436244766, 0.028807603067206578, 0.31722105271847256, 0.02435153324757119, 0.32777577007015496, 0.02425305724424022, 0.3046224972449478, 0.050218526247781614, 0.3033273842643956, 0.036174207714613243]","[6.736267844890104, 7.838410593379706, 6.352980230314768, 7.840636727035773, 7.6970153386241185, 7.838410593379706, 6.334981247465298, 7.840636727035773, 6.293016191543202, 7.655811489325812, 6.293016191543204, 7.660153994474896, 6.115383244310715, 7.903190125578534, 6.104668958596429, 7.869707957668092]"
ROI_14_4,saudavel,"(211, 127)","(158, 160)",28,28,1.0959853629358571,"[0.0012807734783355832, 4.311723210573979e-10, 6.897576993102852e-13, 8.120416430435461e-13, 6.07342055740614e-25, -1.5851718917232056e-17, 2.1908401660645066e-26]","[0.5185360579514855, 0.02160525985258936, 0.2812251009971902, 0.021605252296529397, 0.2866292153420129, 0.02160525985258936, 0.29868597053067636, 0.021605252296529397, 0.3064857542752783, 0.032259716328893184, 0.307747335937218, 0.01587108154255658, 0.29304410788306323, 0.04287780408363868, 0.2742500535620795, 0.025009114906716482]","[6.878357597891344, 7.940902792256985, 6.411531371196366, 7.94201390330016, 7.828014191198745, 7.940902792256985, 6.3514647639488135, 7.94201390330016, 6.293016191543205, 7.746595330234358, 6.301944762971774, 7.725801254485276, 6.115383244310715, 8.061162760120425, 6.1368118157392875, 8.060337425656709]"
ROI_14_5,saudavel,"(222, 133)","(157, 166)",28,28,1.0796407893182087,"[0.001308335000365236, 5.158149314702175e-11, 2.07784126774752e-12, 9.141869672238152e-13, -6.194920842345757e-25, -4.86068261279862e-18, -1.0971522777439601e-24]","[0.518536651664947, 0.025786188913200912, 0.2872717776664426, 0.02578620339840991, 0.2894863963015774, 0.025786188913200912, 0.27942637985772756, 0.02578620339840991, 0.3157695886109304, 0.03524048626651521, 0.2859283699670644, 0.01398080552216389, 0.2954148976152112, 0.020420575392877414, 0.26762095213702747, 0.017467529790992465]","[7.236714347110921, 8.138008991698054, 6.467086926751923, 8.140217003322794, 8.095845752880937, 8.138008991698054, 6.425640588124638, 8.140217003322794, 6.3108733344003465, 7.904944831985778, 6.301944762971776, 7.920160471992701, 6.115383244310715, 8.193202449552638, 6.158240387167858, 8.205032032973195]"
ROI_14_6,saudavel,"(219, 129)","(163, 169)",28,28,1.1145507679760773,"[0.001245040405612022, 2.3956841145407136e-10, 1.7270709610548601e-12, 5.404968479312392e-13, 4.0033824811961747e-25, 8.33235686194022e-18, 3.353090191896196e-25]","[0.5185376036732717, 0.028346044533666855, 0.2909730723828233, 0.02834606527528289, 0.2933129018481041, 0.028346044533666855, 0.28613852547984386, 0.02834606527528289, 0.32820251860904626, 0.02994858728878147, 0.3152979726925822, 0.017722530844459527, 0.2787304198463323, 0.024683676492858447, 0.2863400223385091, 0.02391299520882094]","[6.950369229779237, 7.970946227445416, 6.403594863259859, 7.972900126269483, 7.866498689163073, 7.970946227445416, 6.389562755011326, 7.972900126269483, 6.328730477257487, 7.781688196209004, 6.319801905828919, 7.770341441313964, 6.093954672882143, 8.028552140563209, 6.1260975300250005, 8.015722491682672]"
ROI_14_7,saudavel,"(233, 139)","(245, 249)",28,28,1.08987662666892,"[0.00129383585316372, 8.524595750162021e-11, 2.219300325311457e-13, 1.5947068456122564e-13, 1.5871471603480987e-26, 1.3641082463694982e-18, 2.5458394357623387e-26]","[0.5185364003452773, 0.018027186523658416, 0.27604932226453943, 0.018027176168127552]","[7.028715410412772, 8.02323522521123, 6.432345309679844, 8.029448291072658]"
ROI_14_8,saudavel,"(230, 134)","(212, 196)",28,28,1.138427193609711,"[0.001225827587029142, 3.9380625303723686e-10, 2.7012276386169136e-12, 1.1583422801213e-13, -6.439774795488618e-26, -2.0240904443265217e-18, -7.156465158661706e-27]","[0.5185391351625301, 0.018759322650644367, 0.27710426615215866, 0.018759317635811006]","[7.18476930900341, 8.105711949408624, 6.432345309679846, 8.107075074867733]"
ROI_14_9,saudavel,"(228, 138)","(206, 191)",28,28,1.20349928248151,"[0.0011847176621947281, 5.803973231271559e-10, 1.6840228664850983e-13, 4.514159933754551e-13, -3.144740534709846e-26, -1.0694898474527754e-17, 1.2042440663981372e-25]","[0.5185396560435079, 0.0370357952322075, 0.3035389010798101, 0.0370358040675281]","[6.959557756974632, 7.996314420957865, 6.427404387069383, 7.992924429842864]"
ROI_15_0,saudavel,"(331, 148)","(266, 167)",28,28,0.9544574763115323,"[0.0014262038471226717, 9.59181517513202e-10, 1.4292392502714999e-12, 1.6818546682960165e-13, 7.450163869515195e-26, 4.355262928256971e-18, 3.533980388705073e-26]","[0.5185336018129939, 0.02441050144265384, 0.28528626499035115, 0.02441048344169619]","[7.117452152228174, 8.0600635419412, 6.419467879132873, 8.058603592653885]"
ROI_15_1,saudavel,"(316, 145)","(275, 164)",28,28,0.9489775633804682,"[0.0012724436849968941, 1.0597223494807376e-10, 2.7017817760325484e-13, 9.80423651401695e-14, -1.575175379250011e-26, 2.376543646778086e-19, -2.549847144900757e-27]","[0.5185358771440023, 0.036368721815470344, 0.30257960345529283, 0.0363687243979442]","[6.747588907764953, 7.834781131138653, 6.345043722378256, 7.831878692316822]"
ROI_15_2,saudavel,"(323, 133)","(270, 160)",28,28,0.8504793601907507,"[0.0014141385854158687, 1.6939846742428938e-10, 1.1298550512773158e-13, 1.988859395847276e-17, -1.090726497350709e-33, 2.5758413393363496e-22, 2.979385199861166e-32]","[0.5185329220539557, 0.032087377498178304, 0.29639128014013666, 0.03208736157734269]","[6.538044323259136, 7.696818614372069, 6.305361182695716, 7.69334339678779]"
ROI_15_3,saudavel,"(314, 141)","(271, 157)",28,28,0.8834479867840324,"[0.0013413561214341168, 8.155040917110489e-12, 9.245047207250979e-14, 4.978137160665714e-13, -2.5620257088935768e-27, 1.6025341497763032e-19, 1.067652315983976e-25]","[0.5185346901715323, 0.025731414133673615, 0.28719526334276035, 0.025731422755474367]","[6.8964510713974425, 7.906433834844883, 6.355975815640811, 7.903907914026416]"
ROI_15_4,saudavel,"(325, 134)","(270, 156)",28,28,0.8539702218460549,"[0.0013698029690006376, 9.507722145583421e-11, 5.989760197062461e-13, 1.1991654379710921e-12, 1.0160688058481237e-24, 4.993368655719338e-18, -2.1834658940231528e-26]","[0.518533983828644, 0.028820995453175038, 0.2916651581173657, 0.02882099248317995]","[6.9858013123048845, 8.016256637259579, 6.4432774029424, 8.016311176728554]"
ROI_15_5,saudavel,"(332, 150)","(277, 161)",28,28,0.8577981651376146,"[0.0013527814096964451, 8.1104824276929e-11, 3.9232156810916316e-13, 1.749923751813133e-13, -4.277442918784122e-26, 3.3241658330953627e-19, 1.651277658665064e-26]","[0.5185340271707602, 0.05660500991417559, 0.33185267279917285, 0.05660500818067732]","[6.621315763702058, 7.750669103087418, 6.34998464498872, 7.748857702453284]"
ROI_15_6,saudavel,"(326, 145)","(262, 155)",28,28,0.7900780115497619,"[0.0014859110273842792, 8.856158787309872e-11, 7.985181292926487e-13, 1.5042800196189285e-12, 1.5062236064904925e-24, -7.124263773551906e-18, -6.703911659697551e-25]","[0.5185321462522472, 0.03502648369047784, 0.30064358823052156, 0.035026481869825765]","[6.757156508105232, 7.886863842215402, 6.419467879132873, 7.884331075788955]"
ROI_15_7,saudavel,"(321, 135)","(278, 163)",28,28,0.8168715704660693,"[0.0014215843824932706, 2.10605099292071e-10, 2.69088900873609e-13, 8.925018748714016e-13, 3.492600996525741e-25, 2.5011729807956823e-18, 2.6328882671203642e-25]","[0.5185332121035345, 0.03530032255547866, 0.30103816258204125, 0.03530032105846955]","[6.715988631090994, 7.859187838470278, 6.378735091408707, 7.862966178441048]"
ROI_15_8,saudavel,"(317, 138)","(272, 159)",28,28,0.8274762256540144,"[0.0014350058834165483, 3.616012996568586e-10, 1.1062547993838199e-14, 9.954576136943916e-13, 5.926147175955626e-26, 1.717140793634981e-17, 8.602649935974972e-26]","[0.5185329337291692, 0.035849298521436146, 0.30183258558514947, 0.035849297024427046]","[6.924933570994033, 7.977835293141078, 6.435340895005892, 7.979855539635048]"
ROI_15_9,saudavel,"(330, 131)","(265, 154)",28,28,0.7872306681469061,"[0.0014506183296600968, 2.2041813613107838e-10, 9.703141433878479e-13, 1.752700346917353e-13, 1.5890124161924598e-26, -2.1520963781287055e-18, 7.051164038114915e-26]","[0.5185322588981917, 0.04492493444513908, 0.3149608343539384, 0.044924937767986894]","[6.728700027912828, 7.874481978137292, 6.411531371196368, 7.872742334674821]"
ROI_16_0,saudavel,"(320, 202)","(257, 218)",28,28,0.7928322765137387,"[0.0016303457631725864, 2.1156974675383223e-10, 9.30191979399133e-13, 1.8892241811516973e-13, -6.572430309527776e-26, 1.5365274108464229e-18, 4.418780262903381e-26]","[0.5185301691960515, 0.04079924011751766, 0.30899632391672316, 0.04079922802135509]","[6.39321880748784, 7.595701861457172, 6.254746549750624, 7.596151941722061]"
ROI_16_1,saudavel,"(320, 202)","(246, 211)",28,28,0.8160006305667217,"[0.0016247711179694598, 5.5060094339183346e-11, 8.962455299248307e-13, 4.6761703786779446e-14, 8.659153529085497e-27, -1.246440660838728e-19, 4.0818846829835144e-27]","[0.5185302591263239, 0.043140817675789284, 0.312383113675, 0.043140803995258506]","[6.515272793572657, 7.702321962574355, 6.352980230314765, 7.698780816295342]"
ROI_16_2,saudavel,"(295, 201)","(248, 216)",28,28,1.0096216823129462,"[0.0013496334074903963, 1.3902829357928777e-10, 4.050973523710784e-13, 3.2630303535168807e-13, 7.781095073299942e-26, 3.5548202947056414e-18, 8.955235583555693e-26]","[0.5185350349653232, 0.02287489836422493, 0.2830630920424094, 0.02287489379064146]","[6.973114957700685, 7.972638633011124, 6.403594863259858, 7.972059004112985]"
ROI_16_3,saudavel,"(301, 191)","(244, 212)",28,28,0.9997972235220715,"[0.001294280186381288, 1.498930529412478e-10, 7.853623315304321e-14, 1.4437108041260616e-13, 1.472424699112212e-26, -9.956052028218231e-19, 4.4183827148336864e-27]","[0.5185359512704641, 0.022730732649279755, 0.2828530995612832, 0.022730721202373537]","[7.0859937386717355, 8.067671854912673, 6.432345309679843, 8.06910885605995]"
ROI_16_4,saudavel,"(291, 190)","(252, 209)",28,28,1.0507723833543505,"[0.0012429420102897564, 7.774794939554282e-11, 1.8813429835809255e-12, 2.5639318324361327e-13, 1.6284284371404754e-25, -1.6914484869363031e-18, -7.205249989138472e-26]","[0.5185374959462624, 0.01906722951508694, 0.2775520205564806, 0.019067234776430467]","[7.0918578170896795, 8.091381484661381, 6.467086926751921, 8.092236837411251]"
ROI_16_5,saudavel,"(299, 181)","(243, 217)",28,28,0.9436197972366002,"[0.0013634004339819678, 3.2540871801800417e-10, 8.594417194412195e-13, 4.4638023715955717e-13, 8.627955229825882e-26, -8.037515421115208e-18, 2.6267415115159764e-25]","[0.5185343734604575, 0.029378136794056608, 0.29247037731620673, 0.029378130077084907]","[6.868756633411903, 7.9542326622584625, 6.419467879132873, 7.954317888727742]"
ROI_16_6,saudavel,"(297, 180)","(251, 209)",28,28,1.0486385595081247,"[0.0012738029188929993, 2.8266169981646202e-11, 2.1314004034259594e-13, 1.1281682066864442e-14, -4.3117163087115455e-28, -5.812314461671343e-20, -3.4660778731739334e-28]","[0.518536436669868, 0.03479363415276295, 0.30030064525381667, 0.03479365827634826]","[6.960330148200668, 7.9857239841535765, 6.411531371196365, 7.987489356551111]"
ROI_16_7,saudavel,"(279, 177)","(235, 205)",28,28,1.0770078336075348,"[0.0012136033707168602, 7.283494006544156e-11, 5.452780087424529e-13, 4.165405630908406e-13, 1.5841279000339807e-25, -1.8729608262719702e-18, 1.196406532799974e-25]","[0.5185381711092251, 0.048936298657547304, 0.3207542906604698, 0.04893628794416365]","[6.657305211803206, 7.787436335544248, 6.345043722378259, 7.784615506743144]"
ROI_16_8,saudavel,"(298, 182)","(230, 205)",28,28,1.0054893961664215,"[0.0012826787398663548, 7.036714447635447e-10, 1.3401645826011543e-12, 1.4626618738183647e-13, 9.225454098037385e-27, 2.756050051113119e-18, -6.409773428622419e-26]","[0.5185360478358891, 0.024523030731074938, 0.2854453369695965, 0.02452302161614285]","[7.146562914993328, 8.081214980204342, 6.419467879132875, 8.081205274915861]"
ROI_16_9,saudavel,"(306, 200)","(253, 216)",28,28,0.9176498163919056,"[0.0014240466214424348, 3.917669245965674e-11, 1.054824768715996e-12, 7.644698358610925e-14, -1.9469215382664303e-26, 4.769372726773686e-19, -9.602631014139578e-27]","[0.5185329874158541, 0.03978032279051292, 0.30751851098892397, 0.039780311343606704]","[6.943434756987193, 7.951487725069982, 6.4005992779338134, 7.9467660522642225]"
ROI_17_0,esteatose,"(320, 143)","(273, 170)",28,28,1.1661736441881843,"[0.001158944087599816, 1.7649086744404073e-10, 1.1332288365982393e-14, 1.448086368977859e-13, 1.643764138133124e-27, -1.626865322811244e-18, 5.631104173875976e-27]","[0.5185414019835463, 0.019625589841268495, 0.27835383321959617, 0.019625567593258376]","[7.053780776527641, 8.004038137208687, 6.3976036926077695, 7.997436293706446]"
ROI_17_1,esteatose,"(291, 128)","(272, 171)",28,28,1.3457545605306798,"[0.0009826899936342813, 1.9913498816691043e-11, 3.5879131287047476e-13, 3.2033293363889e-14, 3.290776416409602e-27, -1.198748054940749e-19, 9.82038026642036e-28]","[0.5185604765016846, 0.01772501830152465, 0.27557808839964026, 0.01772489439819343]","[7.023437756984701, 8.018414777753113, 6.435340895005889, 8.00964862603194]"
ROI_17_2,esteatose,"(282, 126)","(259, 168)",28,28,1.2599023165372896,"[0.0010038848845127647, 7.07876678375842e-11, 2.5622361624799924e-13, 1.8945159881758316e-13, -3.9882201178163084e-26, 1.228950227009718e-18, 1.2315603905749991e-26]","[0.5185563290592589, 0.015706563356132255, 0.2726637777251008, 0.015706528698591134]","[6.9465026495547795, 7.998083496791947, 6.435340895005889, 7.99345938897839]"
ROI_17_3,esteatose,"(293, 122)","(260, 169)",28,28,1.2502956606119418,"[0.0009876225091333967, 1.413412966106848e-10, 1.5294423275795876e-13, 7.341524221559594e-14, -7.70215353130179e-27, 3.9930961249160014e-19, -1.093545023535976e-27]","[0.5185572813915461, 0.018614352017348193, 0.2768681864142435, 0.018614242679909073]","[7.027710001468715, 8.018162763337179, 6.419467879132873, 8.011937211392244]"
ROI_17_4,esteatose,"(279, 125)","(270, 166)",28,28,1.3322372078984572,"[0.0009703147728235155, 5.91792753450492e-11, 5.953381950554958e-13, 1.3226001152625253e-13, 2.5244862178116978e-26, 3.045799992946799e-19, 2.7204101044924595e-26]","[0.5185629475913461, 0.02376269350085715, 0.2843071644277207, 0.02376265159361607]","[7.163196444757455, 8.086565655178806, 6.427404387069382, 8.087942249935525]"
ROI_17_5,esteatose,"(282, 126)","(264, 169)",28,28,1.2556578153289075,"[0.0010021700301438771, 4.978190181686816e-11, 1.3203174604260402e-12, 1.343823627078386e-13, 4.365503204484299e-26, 4.6759339519342865e-20, -3.60323702018392e-26]","[0.5185558214389834, 0.029040959695448662, 0.2919515758037267, 0.029040953288337293]","[7.032264194514082, 8.027925001356527, 6.419467879132873, 8.023645967777975]"
ROI_17_6,esteatose,"(282, 128)","(265, 168)",28,28,1.2782684565813038,"[0.0009897997176757628, 5.293116548893391e-11, 1.0524540575480394e-13, 3.789164942693959e-14, -1.687208154045123e-27, 2.666419855206987e-19, -1.6967898341038964e-27]","[0.5185561796836539, 0.026965895509100054, 0.2889501071293423, 0.026965900743797455]","[6.617385967065957, 7.790236508397166, 6.379785339450335, 7.792408616048956]"
ROI_17_7,esteatose,"(286, 114)","(262, 173)",28,28,1.3239951097328244,"[0.0008845856478578237, 3.043359860248417e-11, 8.787792741232163e-14, 2.7838375249581596e-14, 1.2832258252396638e-27, -1.2398317646845956e-19, 4.992135450599242e-28]","[0.5185858385032805, 0.03158462293650088, 0.29558758060836954, 0.03158457820632602]","[6.8140623417712805, 7.904431370292544, 6.403594863259858, 7.905080188228198]"
ROI_17_8,esteatose,"(284, 119)","(269, 168)",28,28,1.3541466033059155,"[0.0009011140241350064, 4.486868748201746e-11, 2.193401206894586e-14, 4.082387277105166e-14, -7.787170880090062e-28, -9.054472758039765e-20, 9.412307436998741e-28]","[0.5185826907481036, 0.043104633474729766, 0.3122553471364403, 0.04310463132710742]","[6.794164393786061, 7.870444994778785, 6.387721847386845, 7.873698222668911]"
ROI_17_9,esteatose,"(281, 129)","(272, 181)",28,28,1.2589597113650028,"[0.001003657182897451, 5.471016520162021e-12, 6.870080431868174e-14, 5.345226125787528e-15, -1.023099946906364e-28, -3.4246575208800865e-21, -4.9707301587872835e-30]","[0.5185548836304243, 0.023202666830069243, 0.2835083774736516, 0.023202649435675043]","[6.841704571516531, 7.967623114322312, 6.459150418815415, 7.96739329127836]"
ROI_18_0,esteatose,"(311, 123)","(256, 178)",28,28,1.4261292290029777,"[0.0009689801791712355, 2.550870930512969e-11, 7.047216265779173e-14, 9.327049762479071e-14, 7.395883972858266e-27, -2.5847044412997372e-19, -1.57535192102116e-27]","[0.5185619379706401, 0.02552579626378833, 0.28685813234830504, 0.02552578341260644]","[6.9147944269565444, 7.959731647042492, 6.42740438706938, 7.965161216342946]"
ROI_18_1,esteatose,"(306, 130)","(268, 177)",28,28,1.4405791855203618,"[0.0009372387966561139, 1.4042131882504666e-10, 2.7400203929159905e-13, 1.3186468742088067e-13, 2.1082828092354768e-26, 2.869255087620214e-19, 1.3556335614601286e-26]","[0.5185718874790988, 0.034130667240310615, 0.29929025154247785, 0.03413060810632912]","[6.996694892577788, 7.987236374525128, 6.3956583553233495, 7.989537219522887]"
ROI_18_2,esteatose,"(309, 126)","(267, 179)",28,28,1.4489493290896596,"[0.000940027766979481, 6.957323320401937e-12, 8.936198835295763e-14, 3.090089462629668e-14, -1.210494830657942e-27, -7.368594979609508e-20, -1.0823281485666339e-27]","[0.5185683374798261, 0.019730031631356927, 0.2784655915949721, 0.01972993808259357]","[6.84776291314173, 7.9295266084186995, 6.403594863259859, 7.931603266320326]"
ROI_18_3,esteatose,"(324, 134)","(264, 180)",28,28,1.308720843856782,"[0.00105406484540151, 1.2769520357611794e-10, 1.5532602295300597e-13, 4.21839731922871e-14, -1.7071244526791182e-27, 1.890001699877885e-19, 2.9572634522997636e-27]","[0.5185482420334542, 0.030640739490031526, 0.29427635792917184, 0.03064066369837116]","[6.797410252173659, 7.931751626904132, 6.4512139108789075, 7.925009029721823]"
ROI_18_4,esteatose,"(324, 122)","(272, 178)",28,28,1.4080190476190477,"[0.001002850788107845, 2.7216814562830918e-11, 1.66620733511088e-13, 6.808905842321138e-14, 4.610222674707321e-27, 3.1687974754070195e-19, 5.598468844946536e-27]","[0.5185576620661841, 0.018347836944220933, 0.2764822514276955, 0.01834782209578052]","[6.984272935650888, 8.006219436684258, 6.4164722938068275, 8.005082596706018]"
ROI_18_5,esteatose,"(335, 125)","(286, 171)",28,28,1.2154945402197959,"[0.0011272098308857956, 2.144769529765482e-10, 5.657620996526712e-13, 1.7070947558968045e-13, 5.101028265778245e-26, 2.49314378050997e-18, 1.457691986624328e-26]","[0.5185427121750147, 0.038138531311916614, 0.30512954596868436, 0.038138502952565004]","[6.947161628780006, 7.9671908627938715, 6.40853578587032, 7.969089460853204]"
ROI_18_6,esteatose,"(323, 128)","(257, 182)",28,28,1.316606603327145,"[0.001021193319459185, 2.2070115203930314e-10, 4.372597161365629e-14, 1.517375195808049e-14, -7.05219140391762e-29, 2.1438605206241841e-19, -3.844343130056736e-28]","[0.5185531471950221, 0.02908345932420064, 0.29201690569845307, 0.02908346242255434]","[6.998521526151046, 8.001242211899486, 6.400599277933811, 7.9983451825794205]"
ROI_18_7,esteatose,"(330, 139)","(279, 186)",28,28,1.2780670810235735,"[0.0011207831934042212, 1.2542851423802743e-10, 9.802688208073458e-14, 1.872443302417553e-14, -8.006112384884125e-28, 2.0225843788428157e-19, -5.05492923544298e-29]","[0.5185433112674351, 0.013043419785862116, 0.26883038595578806, 0.013043360218492134]","[6.940985825969795, 7.976413864203861, 6.427404387069382, 7.976209770094975]"
ROI_18_8,esteatose,"(307, 128)","(273, 186)",28,28,1.4696676792782841,"[0.0009187784427664997, 1.200572761590533e-10, 1.7907528702000153e-13, 1.1201071392669873e-13, 9.056964906732971e-27, -7.303591908745549e-19, -1.3024265014346325e-26]","[0.5185737255338694, 0.014579894213913964, 0.2710084749321997, 0.014579780770071877]","[7.10331648840088, 8.057319604824128, 6.443277402942397, 8.059563050672411]"
ROI_18_9,esteatose,"(295, 127)","(272, 178)",28,28,1.5304142055251861,"[0.0008757357228580728, 4.502461064988944e-11, 5.079588435599853e-14, 1.2319958970502252e-13, 2.1740750614166726e-27, 1.4473197096963034e-19, 9.500456740392306e-27]","[0.5185980831975167, 0.015012259127253822, 0.2715984482433489, 0.015011958896410786]","[7.082086026004372, 8.047152339071324, 6.424408801743336, 8.049191690810725]"
ROI_19_0,esteatose,"(282, 182)","(270, 225)",28,28,1.9487954312328466,"[0.0008865574948001495, 3.808243966195824e-11, 3.4381986702697907e-13, 2.0779968821786964e-13, -1.9642625329124644e-26, 1.0978697207248758e-18, 5.195422674075418e-26]","[0.5186352417998293, 0.015679835758883955, 0.27250806893803764, 0.015679890219040957]","[6.958980533437124, 8.016708755329208, 6.451213910878906, 8.017654970496176]"
ROI_19_1,esteatose,"(288, 173)","(270, 220)",28,28,1.8195295303259342,"[0.0008969842884901731, 1.6195765064604217e-10, 1.0629154365084571e-13, 3.6632921881048654e-13, 4.690084574969498e-26, 3.935203808346959e-18, -5.500578793581012e-26]","[0.518594395097156, 0.01596586988631559, 0.27298252182696553, 0.01596602004539312]","[6.87157643998886, 7.958895256505179, 6.427404387069385, 7.952098797736477]"
ROI_19_2,esteatose,"(288, 178)","(276, 224)",28,28,1.9315700971869922,"[0.0008705659794638512, 3.05224447243829e-11, 5.415117425507439e-13, 8.058620706375782e-14, 8.422018472759382e-27, -4.129112104696077e-19, -1.4576117320333496e-26]","[0.5186135279138833, 0.02352521015628719, 0.2838878072367388, 0.02352521593793884]","[7.046222720308004, 8.050762674387851, 6.4432774029424, 8.050935098282327]"
ROI_19_3,esteatose,"(283, 178)","(249, 211)",28,28,1.680245590098431,"[0.0009591155525514868, 8.753550381981887e-11, 8.916637395300733e-13, 2.6613389984406957e-13, 1.2532510678952049e-25, 2.177520197304253e-18, 3.3182264200441457e-26]","[0.5185675828714577, 0.028078400885796332, 0.29054231424509486, 0.02807857379744628]","[6.912860246543595, 7.951439725877461, 6.4005992779338134, 7.9550222338741845]"
ROI_19_4,esteatose,"(291, 170)","(259, 223)",28,28,1.7619085784510164,"[0.0009203673405760819, 3.8402257519910546e-11, 2.800053602182352e-13, 2.1718538454340023e-14, -6.203781711502883e-28, 1.2412642752135066e-19, 1.5759608450230888e-27]","[0.5185789033375318, 0.026015869306314852, 0.28754283657780366, 0.02601586069187781]","[6.856694185812924, 7.890314691157489, 6.376789754124289, 7.891255417937218]"
ROI_19_5,esteatose,"(299, 170)","(265, 215)",28,28,1.6393131727319321,"[0.0009633263707725548, 2.4380213548477656e-10, 1.399181641807802e-13, 1.428451282078137e-13, 5.397598272534498e-27, 8.760119309504077e-20, -1.9459899690007877e-26]","[0.5185625920826767, 0.03478310205937676, 0.30024688983917486, 0.034783104868704576]","[6.873353838736159, 7.911918852470661, 6.365857660861736, 7.910183051902795]"
ROI_19_6,esteatose,"(288, 166)","(264, 215)",28,28,1.7208791763399618,"[0.0009511107135042413, 2.8543275229373106e-11, 4.945747288604456e-13, 1.9543072688043745e-13, -5.720634785268974e-26, -1.0032233703881575e-18, 2.0469447667203416e-26]","[0.5185697710355479, 0.01915322670455759, 0.2776310987402709, 0.019153134052667047]","[6.801402318720512, 7.872901934692906, 6.36885324618778, 7.871751398971]"
ROI_19_7,esteatose,"(294, 177)","(268, 224)",28,28,1.647569936831249,"[0.0010027411328864485, 1.6590440546196254e-11, 3.573379168773118e-14, 8.257518445202782e-14, -3.180916551028109e-27, 3.1180905851615156e-19, 3.1625558986776278e-27]","[0.5185577315917568, 0.011621001717107825, 0.26675220319479576, 0.011620928478626547]","[7.076081152407157, 8.064987661907628, 6.459150418815415, 8.063027900689688]"
